Link, 0, MPI_LINK, 0.001300, 0.002526, 0.001226, PTP, rank-0, rank-1, 0_1_-3334_3
Link, 0, MPI_LINK, 0.001300, 0.003126, 0.001826, PTP, rank-0, rank-2, 0_2_-3334_2
Link, 0, MPI_LINK, 0.002526, 0.003752, 0.001226, PTP, rank-1, rank-2, 1_2_-3334_6
Link, 0, MPI_LINK, 0.003126, 0.003752, 0.000626, PTP, rank-2, rank-3, 2_3_-3334_7
Link, 0, MPI_LINK, 0.001300, 0.004126, 0.002826, PTP, rank-0, rank-4, 0_4_-3334_1
Link, 0, MPI_LINK, 0.002526, 0.004378, 0.001852, PTP, rank-1, rank-3, 1_3_-3334_5
Link, 0, MPI_LINK, 0.004126, 0.004963, 0.000837, PTP, rank-4, rank-5, 4_5_-3334_12
Link, 0, MPI_LINK, 0.004126, 0.004963, 0.000837, PTP, rank-4, rank-6, 4_6_-3334_11
Link, 0, MPI_LINK, 0.003752, 0.005004, 0.001252, PTP, rank-2, rank-3, 2_3_-3334_10
Link, 0, MPI_LINK, 0.004378, 0.005139, 0.000761, PTP, rank-3, rank-4, 3_4_-3334_13
Link, 0, MPI_LINK, 0.002526, 0.005589, 0.003063, PTP, rank-1, rank-5, 1_5_-3334_4
Link, 0, MPI_LINK, 0.003752, 0.005765, 0.002013, PTP, rank-2, rank-4, 2_4_-3334_9
Link, 0, MPI_LINK, 0.005004, 0.006391, 0.001387, PTP, rank-3, rank-4, 3_4_-3334_16
Link, 0, MPI_LINK, 0.005589, 0.006429, 0.000840, PTP, rank-5, rank-6, 5_6_-3334_18
Link, 0, MPI_LINK, 0.005589, 0.006429, 0.000840, PTP, rank-5, rank-0, 5_0_-3334_17
Link, 0, MPI_LINK, 0.005765, 0.006550, 0.000785, PTP, rank-4, rank-5, 4_5_-3334_19
Link, 0, MPI_LINK, 0.003752, 0.007055, 0.003303, PTP, rank-2, rank-6, 2_6_-3334_8
Link, 0, MPI_LINK, 0.005004, 0.007176, 0.002172, PTP, rank-3, rank-5, 3_5_-3334_15
Link, 0, MPI_LINK, 0.006391, 0.007802, 0.001411, PTP, rank-4, rank-5, 4_5_-3334_22
Link, 0, MPI_LINK, 0.007055, 0.007895, 0.000840, PTP, rank-6, rank-0, 6_0_-3334_24
Link, 0, MPI_LINK, 0.007055, 0.007895, 0.000840, PTP, rank-6, rank-1, 6_1_-3334_23
Link, 0, MPI_LINK, 0.007176, 0.007980, 0.000804, PTP, rank-5, rank-6, 5_6_-3334_25
Link, 0, MPI_LINK, 0.005004, 0.008521, 0.003517, PTP, rank-3, rank-0, 3_0_-3334_14
Link, 0, MPI_LINK, 0.006391, 0.008606, 0.002215, PTP, rank-4, rank-6, 4_6_-3334_21
Link, 0, MPI_LINK, 0.008521, 0.009363, 0.000842, PTP, rank-0, rank-1, 0_1_-3334_27
Link, 0, MPI_LINK, 0.008521, 0.009363, 0.000842, PTP, rank-0, rank-2, 0_2_-3334_26
Link, 0, MPI_LINK, 0.008606, 0.009422, 0.000816, PTP, rank-6, rank-0, 6_0_-3334_28
Link, 0, MPI_LINK, 0.006391, 0.009989, 0.003598, PTP, rank-4, rank-1, 4_1_-3334_20
Link, 0, MPI_LINK, 0.009989, 0.010816, 0.000827, PTP, rank-1, rank-2, 1_2_-3334_30
Link, 0, MPI_LINK, 0.009989, 0.010816, 0.000827, PTP, rank-1, rank-3, 1_3_-3334_29
