Container, 0, 0, 0, 0.017883, 0.017883, 0
Link, 0, MPI_LINK, 0.000014, 0.001444, 0.001430, PTP, rank-0, rank-4, 0_4_-3334_2
Link, 0, MPI_LINK, 0.000014, 0.001670, 0.001656, PTP, rank-0, rank-1, 0_1_-3334_4
Link, 0, MPI_LINK, 0.000014, 0.001740, 0.001726, PTP, rank-0, rank-8, 0_8_-3334_1
Link, 0, MPI_LINK, 0.000014, 0.001740, 0.001726, PTP, rank-0, rank-2, 0_2_-3334_3
Link, 0, MPI_LINK, 0.001444, 0.002271, 0.000827, PTP, rank-4, rank-5, 4_5_-3334_6
Link, 0, MPI_LINK, 0.001444, 0.002271, 0.000827, PTP, rank-4, rank-6, 4_6_-3334_5
Link, 0, MPI_LINK, 0.001670, 0.002366, 0.000696, PTP, rank-1, rank-2, 1_2_-3334_10
Link, 0, MPI_LINK, 0.001740, 0.002366, 0.000626, PTP, rank-2, rank-3, 2_3_-3334_12
Link, 0, MPI_LINK, 0.001740, 0.002366, 0.000626, PTP, rank-8, rank-9, 8_9_-3334_11
Link, 0, MPI_LINK, 0.002271, 0.002897, 0.000626, PTP, rank-6, rank-7, 6_7_-3334_13
Link, 0, MPI_LINK, 0.001670, 0.003318, 0.001648, PTP, rank-1, rank-5, 1_5_-3334_8
Link, 0, MPI_LINK, 0.001670, 0.003455, 0.001785, PTP, rank-1, rank-9, 1_9_-3334_7
Link, 0, MPI_LINK, 0.001670, 0.003455, 0.001785, PTP, rank-1, rank-3, 1_3_-3334_9
Link, 0, MPI_LINK, 0.003455, 0.004081, 0.000626, PTP, rank-9, rank-0, 9_0_-3334_20
Link, 0, MPI_LINK, 0.002366, 0.004081, 0.001715, PTP, rank-2, rank-3, 2_3_-3334_17
Link, 0, MPI_LINK, 0.003455, 0.004081, 0.000626, PTP, rank-3, rank-4, 3_4_-3334_21
Link, 0, MPI_LINK, 0.003318, 0.004146, 0.000828, PTP, rank-5, rank-6, 5_6_-3334_19
Link, 0, MPI_LINK, 0.003318, 0.004146, 0.000828, PTP, rank-5, rank-7, 5_7_-3334_18
Link, 0, MPI_LINK, 0.004146, 0.004771, 0.000625, PTP, rank-7, rank-8, 7_8_-3334_26
Link, 0, MPI_LINK, 0.002366, 0.005206, 0.002840, PTP, rank-2, rank-4, 2_4_-3334_16
Link, 0, MPI_LINK, 0.002366, 0.005206, 0.002840, PTP, rank-2, rank-0, 2_0_-3334_14
Link, 0, MPI_LINK, 0.002366, 0.005251, 0.002885, PTP, rank-2, rank-6, 2_6_-3334_15
Link, 0, MPI_LINK, 0.004081, 0.005832, 0.001751, PTP, rank-3, rank-4, 3_4_-3334_25
Link, 0, MPI_LINK, 0.005206, 0.005832, 0.000626, PTP, rank-0, rank-1, 0_1_-3334_28
Link, 0, MPI_LINK, 0.005206, 0.005832, 0.000626, PTP, rank-4, rank-5, 4_5_-3334_27
Link, 0, MPI_LINK, 0.005251, 0.006078, 0.000827, PTP, rank-6, rank-7, 6_7_-3334_30
Link, 0, MPI_LINK, 0.005251, 0.006078, 0.000827, PTP, rank-6, rank-8, 6_8_-3334_29
Link, 0, MPI_LINK, 0.006078, 0.006704, 0.000626, PTP, rank-8, rank-9, 8_9_-3334_35
Link, 0, MPI_LINK, 0.004081, 0.006866, 0.002785, PTP, rank-3, rank-5, 3_5_-3334_24
Link, 0, MPI_LINK, 0.004081, 0.006866, 0.002785, PTP, rank-3, rank-1, 3_1_-3334_22
Link, 0, MPI_LINK, 0.004081, 0.007037, 0.002956, PTP, rank-3, rank-7, 3_7_-3334_23
Link, 0, MPI_LINK, 0.005832, 0.007492, 0.001660, PTP, rank-4, rank-5, 4_5_-3334_34
Link, 0, MPI_LINK, 0.006866, 0.007492, 0.000626, PTP, rank-1, rank-2, 1_2_-3334_37
Link, 0, MPI_LINK, 0.006866, 0.007492, 0.000626, PTP, rank-5, rank-6, 5_6_-3334_36
Link, 0, MPI_LINK, 0.007037, 0.007864, 0.000827, PTP, rank-7, rank-8, 7_8_-3334_39
Link, 0, MPI_LINK, 0.007037, 0.007864, 0.000827, PTP, rank-7, rank-9, 7_9_-3334_38
Link, 0, MPI_LINK, 0.005832, 0.008463, 0.002631, PTP, rank-4, rank-6, 4_6_-3334_33
Link, 0, MPI_LINK, 0.005832, 0.008463, 0.002631, PTP, rank-4, rank-2, 4_2_-3334_31
Link, 0, MPI_LINK, 0.007864, 0.008490, 0.000626, PTP, rank-9, rank-0, 9_0_-3334_44
Link, 0, MPI_LINK, 0.005832, 0.008722, 0.002890, PTP, rank-4, rank-8, 4_8_-3334_32
Link, 0, MPI_LINK, 0.007492, 0.009089, 0.001597, PTP, rank-5, rank-6, 5_6_-3334_43
Link, 0, MPI_LINK, 0.008463, 0.009089, 0.000626, PTP, rank-2, rank-3, 2_3_-3334_46
Link, 0, MPI_LINK, 0.008463, 0.009089, 0.000626, PTP, rank-6, rank-7, 6_7_-3334_45
Link, 0, MPI_LINK, 0.008722, 0.009549, 0.000827, PTP, rank-8, rank-9, 8_9_-3334_48
Link, 0, MPI_LINK, 0.008722, 0.009549, 0.000827, PTP, rank-8, rank-0, 8_0_-3334_47
Link, 0, MPI_LINK, 0.007492, 0.010016, 0.002524, PTP, rank-5, rank-7, 5_7_-3334_42
Link, 0, MPI_LINK, 0.007492, 0.010016, 0.002524, PTP, rank-5, rank-3, 5_3_-3334_40
Link, 0, MPI_LINK, 0.009549, 0.010175, 0.000626, PTP, rank-0, rank-1, 0_1_-3334_53
Link, 0, MPI_LINK, 0.007492, 0.010336, 0.002844, PTP, rank-5, rank-9, 5_9_-3334_41
Link, 0, MPI_LINK, 0.009089, 0.010642, 0.001553, PTP, rank-6, rank-7, 6_7_-3334_52
Link, 0, MPI_LINK, 0.010016, 0.010642, 0.000626, PTP, rank-3, rank-4, 3_4_-3334_55
Link, 0, MPI_LINK, 0.010016, 0.010642, 0.000626, PTP, rank-7, rank-8, 7_8_-3334_54
Link, 0, MPI_LINK, 0.010336, 0.011163, 0.000827, PTP, rank-9, rank-0, 9_0_-3334_57
Link, 0, MPI_LINK, 0.010336, 0.011163, 0.000827, PTP, rank-9, rank-1, 9_1_-3334_56
Link, 0, MPI_LINK, 0.009089, 0.011539, 0.002450, PTP, rank-6, rank-8, 6_8_-3334_51
Link, 0, MPI_LINK, 0.009089, 0.011539, 0.002450, PTP, rank-6, rank-4, 6_4_-3334_49
Link, 0, MPI_LINK, 0.011163, 0.011789, 0.000626, PTP, rank-1, rank-2, 1_2_-3334_62
Link, 0, MPI_LINK, 0.009089, 0.011901, 0.002812, PTP, rank-6, rank-0, 6_0_-3334_50
Link, 0, MPI_LINK, 0.010642, 0.012165, 0.001523, PTP, rank-7, rank-8, 7_8_-3334_61
Link, 0, MPI_LINK, 0.011539, 0.012165, 0.000626, PTP, rank-4, rank-5, 4_5_-3334_64
Link, 0, MPI_LINK, 0.011539, 0.012165, 0.000626, PTP, rank-8, rank-9, 8_9_-3334_63
Link, 0, MPI_LINK, 0.011901, 0.012728, 0.000827, PTP, rank-0, rank-1, 0_1_-3334_66
Link, 0, MPI_LINK, 0.011901, 0.012728, 0.000827, PTP, rank-0, rank-2, 0_2_-3334_65
Link, 0, MPI_LINK, 0.010642, 0.013040, 0.002398, PTP, rank-7, rank-9, 7_9_-3334_60
Link, 0, MPI_LINK, 0.010642, 0.013040, 0.002398, PTP, rank-7, rank-5, 7_5_-3334_58
Link, 0, MPI_LINK, 0.012728, 0.013354, 0.000626, PTP, rank-2, rank-3, 2_3_-3334_71
Link, 0, MPI_LINK, 0.010642, 0.013432, 0.002790, PTP, rank-7, rank-1, 7_1_-3334_59
Link, 0, MPI_LINK, 0.012165, 0.013666, 0.001501, PTP, rank-8, rank-9, 8_9_-3334_70
Link, 0, MPI_LINK, 0.013040, 0.013666, 0.000626, PTP, rank-5, rank-6, 5_6_-3334_73
Link, 0, MPI_LINK, 0.013040, 0.013666, 0.000626, PTP, rank-9, rank-0, 9_0_-3334_72
Link, 0, MPI_LINK, 0.013432, 0.014259, 0.000827, PTP, rank-1, rank-2, 1_2_-3334_75
Link, 0, MPI_LINK, 0.013432, 0.014259, 0.000827, PTP, rank-1, rank-3, 1_3_-3334_74
Link, 0, MPI_LINK, 0.012165, 0.014527, 0.002362, PTP, rank-8, rank-0, 8_0_-3334_69
Link, 0, MPI_LINK, 0.012165, 0.014527, 0.002362, PTP, rank-8, rank-6, 8_6_-3334_67
Link, 0, MPI_LINK, 0.014259, 0.014885, 0.000626, PTP, rank-3, rank-4, 3_4_-3334_80
Link, 0, MPI_LINK, 0.012165, 0.014939, 0.002774, PTP, rank-8, rank-2, 8_2_-3334_68
Link, 0, MPI_LINK, 0.013666, 0.015153, 0.001487, PTP, rank-9, rank-0, 9_0_-3334_79
Link, 0, MPI_LINK, 0.014527, 0.015153, 0.000626, PTP, rank-6, rank-7, 6_7_-3334_82
Link, 0, MPI_LINK, 0.014527, 0.015153, 0.000626, PTP, rank-0, rank-1, 0_1_-3334_81
Link, 0, MPI_LINK, 0.014939, 0.015766, 0.000827, PTP, rank-2, rank-3, 2_3_-3334_84
Link, 0, MPI_LINK, 0.014939, 0.015766, 0.000827, PTP, rank-2, rank-4, 2_4_-3334_83
Link, 0, MPI_LINK, 0.013666, 0.016003, 0.002337, PTP, rank-9, rank-1, 9_1_-3334_78
Link, 0, MPI_LINK, 0.013666, 0.016003, 0.002337, PTP, rank-9, rank-7, 9_7_-3334_76
Link, 0, MPI_LINK, 0.015766, 0.016392, 0.000626, PTP, rank-4, rank-5, 4_5_-3334_85
Link, 0, MPI_LINK, 0.013666, 0.016429, 0.002763, PTP, rank-9, rank-3, 9_3_-3334_77
Link, 0, MPI_LINK, 0.016003, 0.016629, 0.000626, PTP, rank-7, rank-8, 7_8_-3334_87
Link, 0, MPI_LINK, 0.016003, 0.016629, 0.000626, PTP, rank-1, rank-2, 1_2_-3334_86
Link, 0, MPI_LINK, 0.016429, 0.017257, 0.000828, PTP, rank-3, rank-4, 3_4_-3334_89
Link, 0, MPI_LINK, 0.016429, 0.017257, 0.000828, PTP, rank-3, rank-5, 3_5_-3334_88
Link, 0, MPI_LINK, 0.017257, 0.017883, 0.000626, PTP, rank-5, rank-6, 5_6_-3334_90
Container, 0, MPI, 0, 0.017883, 0.017883, rank-8
State, rank-8, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-8, MPI_STATE, 0.000398, 0.001740, 0.001342, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.001740, 0.004771, 0.003031, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.004771, 0.006078, 0.001307, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.006078, 0.007864, 0.001786, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.007864, 0.008722, 0.000858, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.008722, 0.010642, 0.001920, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.010642, 0.011539, 0.000897, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.011539, 0.012165, 0.000626, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.012165, 0.012165, 0.000000, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.012165, 0.016629, 0.004464, 0.000000, PMPI_Bcast
State, rank-8, MPI_STATE, 0.016629, 0.017883, 0.001254, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.017883, 0.017883, rank-7
State, rank-7, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-7, MPI_STATE, 0.000189, 0.002897, 0.002708, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.002897, 0.004146, 0.001249, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.004146, 0.006078, 0.001932, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.006078, 0.007037, 0.000959, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.007037, 0.009089, 0.002052, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.009089, 0.010016, 0.000927, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.010016, 0.010642, 0.000626, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.010642, 0.010642, 0.000000, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.010642, 0.015153, 0.004511, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.015153, 0.016003, 0.000850, 0.000000, PMPI_Bcast
State, rank-7, MPI_STATE, 0.016003, 0.017883, 0.001880, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.017883, 0.017883, rank-6
State, rank-6, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-6, MPI_STATE, 0.000133, 0.002271, 0.002138, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.002271, 0.004146, 0.001875, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.004146, 0.005251, 0.001105, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.005251, 0.007492, 0.002241, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.007492, 0.008463, 0.000971, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.008463, 0.009089, 0.000626, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.009089, 0.009089, 0.000000, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.009089, 0.013666, 0.004577, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.013666, 0.014527, 0.000861, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.014527, 0.017883, 0.003356, 0.000000, PMPI_Bcast
State, rank-6, MPI_STATE, 0.017883, 0.017883, 0.000000, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.017883, 0.017883, rank-5
State, rank-5, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-5, MPI_STATE, 0.000468, 0.002271, 0.001803, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.002271, 0.003318, 0.001047, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.003318, 0.005832, 0.002514, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.005832, 0.006866, 0.001034, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.006866, 0.007492, 0.000626, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.007492, 0.007492, 0.000000, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.007492, 0.012165, 0.004673, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.012165, 0.013040, 0.000875, 0.000000, PMPI_Bcast
State, rank-5, MPI_STATE, 0.013040, 0.016392, 0.003352, 0.000000, PMPI_Bcast
