Container, 0, 0, 0, 0.193682, 0.193682, 0
Link, 0, MPI_LINK, 0.006991, 0.008059, 0.001068, PTP, rank-90, rank-91, 90_91_-3334_10
Link, 0, MPI_LINK, 0.006991, 0.008059, 0.001068, PTP, rank-90, rank-346, 90_346_-3334_2
Link, 0, MPI_LINK, 0.006991, 0.008183, 0.001192, PTP, rank-90, rank-602, 90_602_-3334_1
Link, 0, MPI_LINK, 0.008059, 0.008685, 0.000626, PTP, rank-346, rank-350, 346_350_-3334_22
Link, 0, MPI_LINK, 0.008183, 0.009010, 0.000827, PTP, rank-602, rank-603, 602_603_-3334_37
Link, 0, MPI_LINK, 0.008183, 0.009010, 0.000827, PTP, rank-602, rank-606, 602_606_-3334_35
Link, 0, MPI_LINK, 0.008685, 0.009311, 0.000626, PTP, rank-350, rank-352, 350_352_-3334_38
Link, 0, MPI_LINK, 0.009010, 0.009636, 0.000626, PTP, rank-606, rank-607, 606_607_-3334_41
Link, 0, MPI_LINK, 0.008059, 0.009720, 0.001661, PTP, rank-91, rank-603, 91_603_-3334_11
Link, 0, MPI_LINK, 0.009720, 0.010346, 0.000626, PTP, rank-603, rank-607, 603_607_-3334_49
Link, 0, MPI_LINK, 0.008183, 0.013992, 0.005809, PTP, rank-602, rank-618, 602_618_-3334_33
Link, 0, MPI_LINK, 0.013992, 0.014618, 0.000626, PTP, rank-618, rank-622, 618_622_-3334_55
Link, 0, MPI_LINK, 0.006991, 0.014691, 0.007700, PTP, rank-90, rank-92, 90_92_-3334_9
Link, 0, MPI_LINK, 0.014618, 0.015244, 0.000626, PTP, rank-622, rank-624, 622_624_-3334_58
Link, 0, MPI_LINK, 0.014691, 0.015317, 0.000626, PTP, rank-92, rank-93, 92_93_-3334_60
Link, 0, MPI_LINK, 0.008059, 0.015401, 0.007342, PTP, rank-91, rank-92, 91_92_-3334_28
Link, 0, MPI_LINK, 0.006991, 0.015592, 0.008601, PTP, rank-90, rank-122, 90_122_-3334_5
Link, 0, MPI_LINK, 0.006991, 0.015592, 0.008601, PTP, rank-90, rank-94, 90_94_-3334_8
Link, 0, MPI_LINK, 0.015244, 0.015870, 0.000626, PTP, rank-624, rank-625, 624_625_-3334_61
Link, 0, MPI_LINK, 0.009311, 0.016006, 0.006695, PTP, rank-352, rank-353, 352_353_-3334_42
Link, 0, MPI_LINK, 0.008059, 0.016027, 0.007968, PTP, rank-91, rank-93, 91_93_-3334_27
Link, 0, MPI_LINK, 0.006991, 0.016090, 0.009099, PTP, rank-90, rank-98, 90_98_-3334_7
Link, 0, MPI_LINK, 0.015592, 0.016218, 0.000626, PTP, rank-122, rank-123, 122_123_-3334_78
